"pcp-dstat 6.3.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","rts-vm",,,,"User:","claire"
"Cmdline:","dstat --output dstat_simple_control.csv -c -y -l -d -g -n -m --proc-count --top-cpu",,,,"Date:","19 Feb 2025 18:47:54 CST"
"total usage",,,,,"system",,"load avg",,,"dsk/total",,"paging",,"net/total",,"memory usage",,,,"procs",,"most expensive cpu process",
2.178,3.459,83.006,0,0,2809,3889,1.220,1.680,1.170,0,0,0,0,122.972,471.394,986748,21438064,50464,882172,10,252,"Xorg",9.735
3.121,3.495,82.882,0,0,2905,3896,1.220,1.680,1.170,0,0,0,0,119.829,459.346,986748,21438064,50464,882172,10,252,"Xorg",9.736
1.629,3.760,83.103,0,0,2837,3974,1.220,1.680,1.170,0,0,0,0,120.330,461.264,986748,21438064,50464,882172,10,252,"Xorg",9.902
2.200,3.544,82.857,0,0,2828,3963,1.220,1.680,1.170,0,0,0,0,117.319,449.723,986748,21438064,50464,882172,10,252,"gnome-shell",9.654
2.176,4.095,82.801,0,0,2957,3907,1.200,1.670,1.170,0,0,0,0,122.857,470.954,986748,21438064,50464,882172,10,252,"gnome-shell",9.982
2.115,3.111,82.871,0,0,2790,3912,1.200,1.670,1.170,0,11.945,0,0,119.453,457.904,986740,21438064,50472,882172,10,252,"Xorg",9.830
2.343,3.330,83.239,0,0,2930,4106,1.200,1.670,1.170,0,0,0,0,118.384,469.592,986740,21438064,50472,882172,10,252,"Xorg",9.989
2.118,3.363,83.332,0,0,2810,3909,1.200,1.670,1.170,0,0,0,0,119.579,458.387,986740,21438064,50472,882172,10,252,"Xorg",9.840
2.536,3.170,82.422,0,0,2938,3802,1.200,1.670,1.170,0,0,0,0,121.730,466.633,986740,21438064,50472,882172,10,252,"Xorg",9.891
1.875,3.750,83.009,0,0,2851,3819,1.180,1.660,1.170,0,44.005,0,0,120.014,460.052,986740,21438064,50472,882172,10,252,"Xorg",9.876
1.876,3.753,82.313,0,0,3018,3899,1.180,1.660,1.170,0,0,0,0,120.092,1004.771,986740,21438064,50472,882172,10,252,"gnome-shell",10.633
2.216,3.816,82.235,0,0,2857,3836,1.180,1.660,1.170,0,0,0,0,118.182,453.030,986740,21438064,50472,882172,10,252,"gnome-shell",10.341
2.617,3.240,83.118,0,0,3045,3840,1.180,1.660,1.170,0,27.914,0,0,119.631,458.584,986732,21438064,50480,882172,10,252,"Xorg",9.720
1.970,3.571,82.140,0,0,2852,3868,1.180,1.660,1.170,0,0,0,0,118.223,468.951,986728,21438064,50480,882176,10,252,"Xorg",9.852
2.809,3.831,82.107,0,0,2890,3840,1.170,1.650,1.170,0,53.120,0,0,122.586,469.912,986728,21438064,50480,882176,10,252,"gnome-shell",10.215
2.770,3.399,82.970,0,0,2912,3938,1.170,1.650,1.170,0,0,0,0,396.846,582.176,986728,21438064,50480,882176,10,252,"Xorg",9.946
2.239,3.732,82.861,0,0,2922,3961,1.170,1.650,1.170,0,0,0,0,119.439,457.850,986728,21438064,50480,882176,10,252,"Xorg",9.829
2.715,2.839,83.810,0,0,2987,4036,1.170,1.650,1.170,3.950,47.398,0,0,118.494,454.228,986724,21438064,50492,882168,10,252,"Xorg",10.121
2.245,3.119,83.457,0,0,2828,3983,1.170,1.650,1.170,0,0,0,0,119.759,475.045,986712,21438064,50492,882176,10,252,"Xorg",9.980
2.452,2.968,86.325,0.258,0,4460,6724,1.400,1.690,1.190,6.194,123.874,0,0,92.906,306.588,980112,21444564,50540,878184,10,254,"gnome-shell",
2.953,2.953,76.768,2.953,0,103,154,1.400,1.690,1.190,6330.421,0,0,0,1417.258,8078.373,983616,21442812,50648,876324,10,255,"apport",
0.502,0,86.704,1.380,0,1319,1854,1.400,1.690,1.190,4557.299,192.732,0,0,120.457,477.814,998740,21418140,54628,877032,10,255,"apport",9.662
0.232,0.349,88.087,1.278,0,2877,3262,1.400,1.690,1.190,7645.675,0,0,0,111.561,442.527,1006848,21387588,60284,879500,10,255,"apport",8.018
0.270,5.812,88.802,0,0,4035,2348,1.400,1.690,1.190,6362.364,0,0,0,129.756,514.698,1015784,21365216,64156,881448,10,255,"apport",9.191
0.733,3.667,88.841,0,0,4936,3084,1.360,1.680,1.190,5886.946,0,0,0,100.574,398.945,1010624,21347216,69592,885092,10,255,"xdg-desktop-por",0.524
0.066,0.066,99.092,0,0,1030,321,1.360,1.680,1.190,0,944.717,0,0,63.546,252.066,1010808,21346964,69612,885092,10,253,"rcu_preempt",0.066,"missed 2 ticks"
0,0,99.792,0,0,1102,497,1.250,1.650,1.180,0,4.772,0,0,26.840,93.343,1009592,21348172,69620,885092,10,253,"gnome-shell",0.037,"missed 6 ticks"
0,0,99.341,0,0,48,42,1.250,1.650,1.180,0,0,0,0,851.494,5383.335,1009592,21348172,69620,885092,10,253,"kworker/u32:0-events_unbound",0.591
0,0.125,99.655,0,0,119,74,1.150,1.620,1.170,0,0,0,0,60.169,326.919,1002108,21355656,69620,885092,10,253,"pmdaproc",0.125
0,0.125,99.673,0,0,552,370,1.150,1.620,1.170,0,0,0,0,120.359,461.378,997280,21360484,69620,885092,10,253,"snapd",0.125
0,0,99.501,0,0,109,51,1.150,1.620,1.170,0,0,0,0,59.552,323.565,997280,21360484,69620,885092,10,253,
0,0,99.903,0,0,100,47,1.150,1.620,1.170,0,0,0,0,60.167,326.909,997280,21360484,69620,885092,10,253,
0.126,0,99.924,0,0,99,67,1.150,1.620,1.170,0,0,0,0,60.255,327.388,997280,21360484,69620,885092,10,253,"pmdaproc",0.126
0,0,99.524,0,0,418,95,1.140,1.610,1.170,0,31.768,0,0,59.566,323.640,992856,21364868,69628,885124,10,253,
0,0,99.771,0,0,159,58,1.140,1.610,1.170,0,0,0,0,60.163,342.931,992856,21364868,69628,885124,10,253,"pmdaproc",0.125
0,0,99.980,0,0,115,40,1.140,1.610,1.170,0,0,0,0,60.138,326.751,992856,21364868,69628,885124,10,253,
0,0,98.264,0,0,1025,123,1.140,1.610,1.170,0,0,0,0,120.323,461.238,989020,21368704,69628,885124,10,253,"kworker/2:1-ata_sff",0.125
0.124,0,99.911,0,0,196,43,1.140,1.610,1.170,0,0,0,0,59.574,323.687,989020,21368704,69628,885124,10,253,
0,0,99.644,0,0,99,49,1.050,1.580,1.170,0,4.011,0,0,60.162,326.882,989020,21368704,69628,885124,10,253,"pmdaproc",0.125
0,0,99.624,0,0,109,49,1.050,1.580,1.170,0,12.030,0,0,60.150,342.857,989020,21368704,69636,885116,10,253,
0,0,96.406,0,0,2755,306,1.050,1.580,1.170,0,0,0,0,60.097,342.555,987008,21370708,69636,885124,10,253,"xdg-desktop-por",0.250
0.124,0.248,98.636,0,0,509,106,1.050,1.580,1.170,0,0,0,0,119.257,457.152,986640,21371076,69636,885124,10,252,"pmdalinux",0.124
0.125,0,99.915,0,0,263,97,1.050,1.580,1.170,0,0,0,0,120.350,461.340,983952,21373764,69636,885124,10,252,"pmdaproc",0.125
0,0,99.448,0,0,235,66,0.970,1.560,1.160,0,0,0,0,120.391,461.499,983952,21373764,69636,885124,10,252,
0,0,99.655,0,0,346,91,0.970,1.560,1.160,0,0,0,0,60.018,326.098,981384,21376332,69636,885124,10,252,"rcu_preempt",0.125
0,0,99.879,0,0,210,55,0.970,1.560,1.160,0,0,0,0,59.778,324.793,981384,21376332,69636,885124,10,252,"kworker/u32:2-flush-8:0",0.125
0.125,0,98.774,0,0,475,359,0.970,1.560,1.160,0,4437.097,0,0,120.030,460.114,981132,21376584,69644,885116,10,255,"kworker/3:2H-kblockd",0.250
0,0,99.935,0,0,234,82,0.970,1.560,1.160,0,0,0,0,120.373,477.480,981128,21376584,69644,885120,10,255,
0,0,98.817,0,0,497,264,0.890,1.530,1.150,0,0,0,0,59.514,323.358,979116,21378588,69644,885128,10,255,"Xorg",0.372
0,0,99.625,0,0,181,66,0.890,1.530,1.150,0,0,0,0,120.302,461.157,979116,21378588,69644,885128,10,255,"pmdaproc",0.125
0,0,99.863,0,0,170,63,0.890,1.530,1.150,0,0,0,0,335.639,960.691,979116,21378588,69644,885128,10,255,
0,0,99.772,0,0,299,97,0.890,1.530,1.150,0,0,0,0,120.027,460.103,977368,21380336,69644,885128,10,255,"python3",0.125
0,0,98.669,0.124,0,579,94,0.890,1.530,1.150,0,59.574,0,0,59.574,323.683,977356,21380336,69656,885128,10,255,
0,0.125,98.843,0,0,572,117,0.820,1.510,1.150,0,0,0,0,120.265,477.053,975848,21381844,69656,885128,10,255,"pmdaproc",0.125
0.125,0,100.046,0,0,207,61,0.820,1.510,1.150,0,0,0,0,60.178,326.968,975848,21381844,69656,885128,10,255,
0,0,99.789,0,0,223,76,0.820,1.510,1.150,0,0,0,0,60.174,326.947,974320,21383372,69656,885128,10,255,"dbus-daemon",0.125
0.123,0,99.377,0,0,261,86,0.820,1.510,1.150,0,0,0,0,58.963,320.366,974320,21383372,69656,885128,10,255,"systemd-oomd",0.123
