"pcp-dstat 6.3.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","rts-vm",,,,"User:","claire"
"Cmdline:","dstat --output dstat_userland_cache.csv -c -y -l -d -g -n -m --proc-count --top-cpu",,,,"Date:","18 Feb 2025 16:23:16 CST"
"total usage",,,,,"system",,"load avg",,,"dsk/total",,"paging",,"net/total",,"memory usage",,,,"procs",,"most expensive cpu process",
38.853,8.383,34.017,0,0,5667,504,22.310,30.780,23.910,0,0,0,0,154.768,1398.070,1132600,21215144,71332,925648,10,268,"scx_userland",11.769
29.441,5.888,30.443,0,0,4744,596,22.310,30.780,23.910,0,28.063,0,0,180.403,1188.658,1132600,21215144,71340,925640,10,268,"scx_userland",12.027
17.401,5.345,45.243,0,0,4288,471,22.310,30.780,23.910,0,0,0,0,178.982,1195.204,1132592,21215144,71340,925648,10,268,"scx_userland",11.932
41.089,9.896,40.212,0,0,8658,697,22.310,30.780,23.910,0,0,0,0,120.260,1086.347,1132592,21215144,71340,925648,10,268,"scx_userland",12.652
12.757,3.049,35.221,0,0,3572,708,20.520,30.270,23.780,0,0,0,0,115.531,1048.766,1132592,21215144,71340,925648,10,268,"scx_userland",11.312
44.792,10.918,40.033,0,0,4071,427,20.520,30.270,23.780,0,0,0,0,134.376,3202.627,1132592,21215144,71340,925648,10,268,"scx_userland",12.318
27.153,6.295,35.546,0,0,4758,671,20.520,30.270,23.780,0,0,0,0,118.488,1070.341,1132588,21215144,71340,925652,10,268,"scx_userland",11.972
37.254,8.320,36.012,0.248,0,7009,815,20.520,30.270,23.780,0,15.895,0,0,119.212,1076.880,1132580,21215144,71348,925652,10,268,"scx_userland",12.294
10.295,2.265,46.226,0,0,2095,432,20.520,30.270,23.780,0,0,0,0,98.834,892.803,1132580,21215144,71348,925652,10,268,"scx_userland",11.428
3.448,2.665,32.446,0,0,817,213,19.040,29.800,23.660,0,0,0,0,150.475,1359.292,1132580,21215144,71348,925652,10,268,"scx_userland",11.599
23.597,4.873,28.470,0,0,3657,536,19.040,29.800,23.660,0,0,0,0,123.115,1112.140,1132580,21215144,71348,925652,10,268,"scx_userland",10.388
28.842,6.801,34.761,0,0,4728,613,19.040,29.800,23.660,0,0,0,0,120.908,1092.205,1132580,21215144,71348,925652,10,268,"scx_userland",12.217
16.156,3.305,25.824,0,0,2228,461,19.040,29.800,23.660,0,137.078,0,0,117.495,1061.373,1132580,21215144,71348,925652,10,268,"stress-ng-cache",11.505
34.279,5.650,19.086,0.251,0,4744,543,19.040,29.800,23.660,0,20.090,0,0,456.046,1309.876,1132572,21215144,71356,925652,10,268,"scx_userland",12.305
14.103,3.108,36.095,0,0,2208,434,18.240,29.450,23.580,0,0,0,0,114.740,1036.484,1132572,21215144,71356,925652,10,268,"scx_userland",12.430
23.080,6.003,41.090,0,0,4339,559,18.240,29.450,23.580,0,0,0,0,128.073,1156.926,1132572,21215144,71356,925652,10,268,"scx_userland",11.873
42.309,9.764,35.674,0,0,7521,880,18.240,29.450,23.580,0,0,0,0,120.166,1085.501,1132572,21215144,71356,925652,10,268,"scx_userland",12.392
18.127,4.226,31.249,0,0,3539,650,18.240,29.450,23.580,0,0,0,0,160.138,1055.129,1132572,21215144,71356,925652,10,268,"scx_userland",12.233
25.637,4.558,18.800,0,0,3135,431,18.240,29.450,23.580,0,0,0,0,136.731,1235.134,1132572,21215144,71356,925652,10,268,"scx_userland",11.679
5.890,1.128,27.071,0.251,0,697,300,17.180,29.050,23.480,0,12.031,0,0,120.315,1086.844,1132572,21215144,71364,925644,10,268,"scx_userland",11.656
27.550,5.734,29.669,0,0,4560,631,17.180,29.050,23.480,0,3.989,0,0,119.672,1081.041,1132564,21215144,71364,925652,10,268,"stress-ng-cache",12.840
21.034,4.382,28.295,0,0,3193,512,17.180,29.050,23.480,0,0,0,0,120.192,1085.733,1132564,21215144,71364,925652,10,268,"scx_userland",12.144
27.215,5.393,28.971,0,0,4192,666,17.180,29.050,23.480,0,0,0,0,120.397,1087.586,1132564,21215144,71364,925652,10,268,"scx_userland",12.291
22.743,4.944,34.733,0,0,3947,639,17.180,29.050,23.480,0,0,0,0,118.662,1071.909,1132564,21215144,71364,925652,10,268,"scx_userland",11.495
40.598,10.150,42.773,0,0,8199,888,16.520,28.710,23.400,0,0,0,0,115.994,1047.815,1132564,21215144,71364,925652,10,268,"scx_userland",12.324
13.447,3.525,46.215,0,0,2833,558,16.520,28.710,23.400,0,54.309,0,0,125.328,1132.132,1132556,21215144,71372,925652,10,268,"stress-ng-cache",11.488
25.612,6.766,40.714,0,0,5706,581,16.520,28.710,23.400,0,0,0,0,57.990,516.111,1132556,21215144,71372,925652,10,268,"scx_userland",11.719
30.193,8.994,47.666,0,0,6692,641,16.520,28.710,23.400,0,0,0,0,123.342,1114.188,1132556,21215144,71372,925652,10,268,"scx_userland",12.206
33.268,7.969,35.418,0,0,6050,508,16.520,28.710,23.400,0,0,0,0,182.152,2123.077,1132524,21215144,71372,925684,10,268,"scx_userland",12.270
29.135,6.377,37.013,0,0,5620,524,15.920,28.390,23.330,0,0,0,0,240.085,1304.464,1132524,21215144,71372,925684,10,268,"scx_userland",12.379
18.367,3.800,34.096,0,0,3367,465,15.920,28.390,23.330,0,13.512,0,0,101.337,915.412,1132524,21215144,71380,925676,10,268,"scx_userland",11.612
7.309,2.284,38.829,0,0,1264,288,15.920,28.390,23.330,0,4.873,0,0,813.731,1568.991,1132516,21215144,71380,925684,10,268,"scx_userland",12.334
35.149,7.164,28.209,0,0,6530,723,15.920,28.390,23.330,0,0,0,0,107.461,970.733,1132516,21215144,71380,925684,10,268,"scx_userland",12.201
19.248,3.963,25.899,0,0,2621,501,15.920,28.390,23.330,0,0,0,0,135.865,1227.312,1132516,21215144,71380,925684,10,268,"scx_userland",12.030
48.103,10.147,34.950,0,0,8745,860,15.360,28.060,23.250,0,0,0,0,120.258,1086.330,1132516,21215144,71380,925684,10,268,"scx_userland",12.026
7.643,2.005,38.467,0,0,1241,311,15.360,28.060,23.250,0,0,0,0,120.288,1086.603,1132512,21215144,71380,925688,10,268,"scx_userland",11.152
23.107,3.997,26.979,0.125,0,3267,558,15.360,28.060,23.250,0,11.991,0,0,179.862,1185.090,1132512,21215144,71388,925680,10,268,"scx_userland",11.991
15.170,4.103,43.397,0,0,3289,496,15.360,28.060,23.250,0,0,0,0,119.373,1078.335,1132504,21215144,71388,925688,10,268,"scx_userland",11.937
37.334,7.642,31.947,0,0,6357,652,15.360,28.060,23.250,0,0,0,0,180.407,1188.680,1132504,21215144,71388,925688,10,268,"stress-ng-cache",12.278
21.787,5.509,46.956,0,0,3904,515,14.770,27.730,23.170,0,0,0,0,120.207,1085.866,1132504,21215144,71388,925688,10,268,"scx_userland",12.146
9.112,2.122,29.708,0,0,1209,383,14.770,27.730,23.170,0,0,0,0,119.829,1082.453,1132504,21215144,71388,925688,10,268,"scx_userland",11.608
5.158,9.688,67.561,0,0,4444,279,14.770,27.730,23.170,0,0,0,0,241.560,1586.244,1093192,21254472,71388,892652,10,259,"scx_userland",12.707
2.126,10.632,85.552,0.125,0,5525,131,14.770,27.730,23.170,0,12.007,0,0,120.074,1084.665,1093192,21254472,71396,892644,10,259,"scx_userland",12.383
1.873,10.987,85.648,0,0,5541,105,14.770,27.730,23.170,0,7.990,0,0,119.857,1082.710,1093192,21254472,71396,892644,10,259,"scx_userland",12.485
2.000,10.625,85.998,0,0,5565,129,13.670,27.290,23.050,0,0,0,0,119.997,1083.971,1093184,21254472,71396,892652,10,259,"scx_userland",12.500
1.626,11.134,85.321,0,0,5640,115,13.670,27.290,23.050,0,0,0,0,120.100,1084.906,1093184,21254472,71396,892652,10,259,"scx_userland",12.510
