"pcp-dstat 6.3.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","rts-vm",,,,"User:","claire"
"Cmdline:","dstat --output dstat_nest_control.csv -c -y -l -d -g -n -m --proc-count --top-cpu",,,,"Date:","19 Feb 2025 18:46:45 CST"
"total usage",,,,,"system",,"load avg",,,"dsk/total",,"paging",,"net/total",,"memory usage",,,,"procs",,"most expensive cpu process",
3.251,4.752,76.910,0,0,3485,3387,1.220,1.770,1.170,0,60.027,0,0,60.027,326.149,988396,21437096,50392,881584,10,254,"gnome-shell",13.631
3.572,4.803,75.867,0,0,3778,3572,1.220,1.770,1.170,0,23.647,0,0,177.351,1247.369,988396,21437096,50392,881584,10,253,"gnome-shell",13.917
2.941,4.859,76.980,0,0,3626,3250,1.220,1.770,1.170,0,0,0,0,61.379,349.863,988396,21437096,50392,881584,10,253,"gnome-shell",13.555
3.742,4.490,76.083,0,0,3784,3312,1.220,1.770,1.170,0,0,0,0,119.737,1129.523,988396,21437096,50392,881584,10,253,"gnome-shell",13.595
3.298,5.327,75.846,0.254,0,3715,3317,1.220,1.770,1.170,0,36.528,0,0,60.880,330.779,988388,21437096,50400,881584,10,253,"gnome-shell",15.093
3.850,4.098,77.117,0,0,3859,3404,1.200,1.760,1.170,0,0,0,0,119.215,1140.491,988388,21437096,50400,881584,10,253,"gnome-shell",13.412
3.256,4.884,76.515,0,0,3655,3316,1.200,1.760,1.170,0,0,0,0,60.110,326.596,988388,21437096,50400,881584,10,253,"gnome-shell",13.274
4.277,4.766,75.895,0,0,3999,3490,1.200,1.760,1.170,0,0,0,0,653.112,1306.223,988388,21437096,50400,881584,10,253,"gnome-shell",13.810
2.881,4.885,76.658,0,0,3646,3293,1.200,1.760,1.170,0,0,0,0,60.124,326.675,988388,21437096,50400,881584,10,253,"gnome-shell",14.279
2.955,5.268,76.186,0,0,3651,3413,1.200,1.760,1.170,0,0,0,0,123.337,1163.480,988388,21437096,50400,881584,10,253,"gnome-shell",14.261
