"pcp-dstat 6.3.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","rts-vm",,,,"User:","claire"
"Cmdline:","dstat --output dstat_central_memory.csv -c -y -l -d -g -n -m --proc-count --top-cpu",,,,"Date:","18 Feb 2025 15:56:44 CST"
"total usage",,,,,"system",,"load avg",,,"dsk/total",,"paging",,"net/total",,"memory usage",,,,"procs",,"most expensive cpu process",
4.693,0.481,2.166,0,0,842,143,7.400,14.050,8.270,0,0,0,0,115.527,627.699,3109248,19245904,69368,920472,10,274,"stress-ng-memra",11.192
25.861,1.539,11.699,0,0,3044,379,7.400,14.050,8.270,0,0,0,0,559.097,1344.788,3109248,19245904,69368,920472,10,274,"stress-ng-memra",7.389
14.387,0.979,11.353,0,0,2515,337,7.400,14.050,8.270,0,0,0,0,93.953,648.276,3109096,19246056,69368,920472,10,274,"stress-ng-memra",10.178
8.092,0.553,2.006,0,0,2177,331,7.520,13.970,8.280,0,0,0,0,132.787,588.689,3107556,19247596,69368,920472,10,274,"stress-ng-memra",4.634
35.557,3.556,11.556,0,0,835,129,7.520,13.970,8.280,0,0,0,0,426.678,3797.437,3107556,19247596,69368,920472,10,274,"stress-ng-memra",98.669
2.394,0.323,1.423,0,0,1103,211,7.520,13.970,8.280,0,20.701,0,0,62.103,428.510,3107556,19247596,69372,920468,10,274,"stress-ng-memra",11.515
10.370,0.546,4.730,0,0,1270,178,7.520,13.970,8.280,0,5.822,0,0,174.651,1205.092,3107556,19247596,69376,920464,10,274,"stress-ng-memra",10.006
7.581,0.548,2.101,0,0,1598,236,7.520,13.970,8.280,0,0,0,0,43.840,390.177,3107548,19247596,69376,920472,10,274,"stress-ng-memra",11.051
31.070,4.285,7.142,0,0,1589,199,8.040,13.970,8.310,0,0,0,0,171.418,1525.622,3111800,19243344,69376,920472,10,274,"stress-ng-memra",11.428
7.387,0.739,2.462,0,0,667,127,8.040,13.970,8.310,0,0,0,0,236.389,1631.082,3110580,19244564,69376,920472,10,274,"stress-ng-memra",12.312
2.452,0.184,1.533,0,0,1114,177,8.040,13.970,8.310,0,0,0,0,29.429,261.922,3109704,19245440,69376,920472,10,274,"stress-ng-memra",6.683
29.300,2.930,16.408,0,0,1173,173,8.040,13.970,8.310,0,75.009,0,0,562.565,3806.692,3109704,19245440,69384,920464,10,274,"stress-ng-memra",55.085
3.732,0.233,1.749,0,0,884,166,8.040,13.970,8.310,0,0,0,0,111.960,682.953,3109540,19245596,69384,920472,10,274,"stress-ng-memra",10.613
12.177,0.864,3.714,0,0,2484,373,7.880,13.840,8.300,0,0,0,0,124.363,576.215,3109540,19245596,69384,920472,10,274,"stress-ng-memra",11.054
26.190,1.267,7.181,0,0,1269,170,7.880,13.840,8.300,0,13.518,0,0,405.528,2798.146,3109540,19245596,69384,920472,10,274,"stress-ng-memra",8.871
18.308,1.113,3.835,0,0,2469,353,7.880,13.840,8.300,0,0,0,0,59.376,528.449,3109540,19245596,69384,920472,10,274,"stress-ng-memra",10.515
11.745,0.607,4.252,0,0,1157,164,7.880,13.840,8.300,0,0,0,0,291.600,1221.479,3109540,19245596,69384,920472,10,274,"stress-ng-memra",11.137
19.590,1.292,5.167,0,0,2805,343,7.880,13.840,8.300,0,0,0,0,155.000,718.168,3109540,19245596,69384,920472,10,274,"stress-ng-memra",8.611
22.249,1.187,4.549,0,0,3607,482,7.880,13.840,8.300,0,12.657,0,0,189.856,765.754,3109532,19245596,69392,920472,10,274,"stress-ng-memra",10.581
15.701,1.270,3.925,0,0,2513,351,7.890,13.740,8.290,0,36.945,0,0,308.488,1470.396,3113628,19241500,69392,920472,10,274,"stress-ng-memra",10.737
22.669,1.977,5.536,0,0,2957,357,7.890,13.740,8.290,0,0,0,0,189.790,997.451,3112940,19242188,69392,920472,10,274,"stress-ng-memra",10.676
5.116,0.374,3.369,0,0,997,171,7.890,13.740,8.290,0,39.927,0,0,59.891,533.031,3112940,19242188,69392,920472,10,274,"stress-ng-memra",10.980
15.843,0.825,4.456,0,0,1793,265,7.890,13.740,8.290,0,42.248,0,0,237.644,1016.587,3112940,19242188,69392,920472,10,274,"stress-ng-memra",10.892
9.963,0.949,3.226,0,0,1926,269,7.890,13.740,8.290,0,0,0,0,136.630,705.923,3112940,19242188,69392,920472,10,274,"stress-ng-memra",11.101
15.544,0.954,5.181,0,0,2051,253,8.140,13.700,8.310,0,13.090,0,0,196.350,1031.930,3112932,19242188,69400,920472,10,274,"stress-ng-memra",10.908
9.323,0.717,3.586,0,0,1084,191,8.140,13.700,8.310,0,5.737,0,0,86.061,765.940,3113184,19241936,69400,920472,10,274,"stress-ng-memra",10.578
10.490,5.777,42.566,0,0,3634,512,8.140,13.700,8.310,0,0,0,0,583.766,2159.936,952072,21403048,69400,887476,10,257,"scx_central",3.953
0.125,0,97.492,0,0,2718,144,8.140,13.700,8.310,0,35.951,0,0,179.754,944.707,951540,21403580,69400,887404,10,257,"python3",0.125
0.375,0.375,97.186,0,0,2988,217,8.140,13.700,8.310,0,0,0,0,360.225,1268.792,951536,21403580,69400,887408,10,257,"kworker/u32:1-events_unbound",0.125
0.750,0,95.632,0,0,3608,184,7.490,13.470,8.260,0,0,0,0,420.031,1370.102,951536,21403580,69400,887408,10,257,"systemd",0.125
0.125,0.250,95.600,0,0,3536,217,7.490,13.470,8.260,0,0,0,0,360.377,1253.310,951536,21403580,69400,887408,10,257,"rcu_preempt",0.125
0.368,0.123,94.858,0.123,0,2924,131,7.490,13.470,8.260,0,27.452,0,0,117.653,796.121,951528,21403580,69408,887408,10,257,"kcompactd0",0.123
