"pcp-dstat 6.3.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","rts-vm",,,,"User:","claire"
"Cmdline:","dstat --output dstat_flatcg_memory.csv -c -y -l -d -g -n -m --proc-count --top-cpu",,,,"Date:","18 Feb 2025 16:02:46 CST"
"total usage",,,,,"system",,"load avg",,,"dsk/total",,"paging",,"net/total",,"memory usage",,,,"procs",,"most expensive cpu process",
19.766,0.982,0,0,0,1795,183,39.280,27.410,14.890,0,7.857,0,0,117.858,970.368,3108492,19245144,69836,921464,10,277,"stress-ng-memra",12.522
34.336,1.504,0,0,0,2943,222,39.280,27.410,14.890,0,0,0,0,60.151,535.340,3108492,19245144,69836,921464,10,277,"stress-ng-memra",12.406
16.577,1.028,0,0,0,1409,149,39.280,27.410,14.890,0,0,0,0,123.363,1015.685,3108492,19245144,69836,921464,10,277,"stress-ng-memra",12.336
27.605,0.874,0,0,0,2332,136,39.280,27.410,14.890,0,0,0,0,59.956,517.619,3108492,19245144,69836,921464,10,277,"stress-ng-memra",12.616
21.687,0.872,0.872,0,0,1845,173,39.280,27.410,14.890,0,0,0,0,119.650,985.117,3108492,19245144,69836,921464,10,277,"stress-ng-memra",12.464
27.088,1.017,0.127,0,0,2299,199,37.010,27.130,14.870,0,20.348,0,0,61.044,543.293,3108484,19245144,69844,921464,10,277,"stress-ng-memra",12.463
22.101,1.465,0,0,0,2045,168,37.010,27.130,14.870,0,0,0,0,326.264,980.745,3112580,19241048,69844,921464,10,277,"stress-ng-memra",12.210
20.389,2.253,0,0,0,2269,230,37.010,27.130,14.870,0,0,0,0,103.016,532.250,3120876,19232752,69844,921464,10,277,"stress-ng-memra",12.019
30.649,1.036,0.148,0,0,2296,213,37.010,27.130,14.870,0,0,0,0,142.142,1170.305,3120772,19232856,69844,921464,10,277,"stress-ng-memra",12.586
21.841,1.213,0.121,0,0,2070,181,37.010,27.130,14.870,0,0,0,0,58.242,502.823,3120772,19232856,69844,921464,10,277,"stress-ng-memra",12.376
30.692,1.054,0.117,0,0,2850,202,34.690,26.820,14.830,0,0,0,0,112.460,925.923,3120772,19232856,69844,921464,10,277,"stress-ng-memra",12.183
21.443,0.944,0,0,0,1719,194,34.690,26.820,14.830,0,12.947,0,0,64.733,558.861,3120764,19232856,69852,921464,10,277,"stress-ng-memra",12.272
32.729,1.174,0.130,0,0,2681,215,34.690,26.820,14.830,0,0,0,0,348.418,663.455,3120764,19232856,69852,921464,10,277,"stress-ng-memra",12.388
12.419,0.634,0.127,0,0,1081,132,34.690,26.820,14.830,0,48.664,0,0,121.659,1001.660,3120764,19232856,69852,921464,10,277,"stress-ng-memra",12.546
47.507,1.621,0,0,0,4060,222,34.690,26.820,14.830,0,0,0,0,59.851,1426.458,3120764,19232856,69852,921464,10,277,"stress-ng-memra",12.344
13.262,0.482,0,0,0,1275,102,32.470,26.490,14.790,0,54.013,0,0,115.743,952.949,3120764,19232856,69852,921464,10,277,"stress-ng-memra",12.418
34.844,1.549,0,0,0,2899,228,32.470,26.490,14.790,0,0,0,0,61.945,551.309,3120764,19232856,69852,921464,10,277,"stress-ng-memra",12.389
13.954,1.092,0,0,0,1384,167,32.470,26.490,14.790,0,77.658,0,0,116.487,959.076,3120764,19232856,69860,921456,10,277,"stress-ng-memra",12.134
38.371,3.534,0,0,0,3419,311,32.470,26.490,14.790,0,12.117,0,0,60.586,539.211,3122152,19231460,69860,921464,10,277,"stress-ng-memra",12.117
17.597,0.385,0,0,0,1566,127,32.470,26.490,14.790,0,0,0,0,123.311,1031.701,3121896,19231716,69860,921464,10,277,"stress-ng-memra",12.460
19.132,0.727,0,0,0,1703,134,30.350,26.150,14.740,0,0,0,0,58.122,501.785,3121896,19231716,69860,921464,10,277,"stress-ng-memra",12.472
30.639,1.261,0.126,0,0,2600,209,30.350,26.150,14.740,0,0,0,0,121.043,996.591,3122148,19231464,69860,921464,10,277,"stress-ng-memra",12.483
29.076,0.893,0,0,0,2506,164,30.350,26.150,14.740,0,0,0,0,61.212,528.461,3122164,19231444,69860,921468,10,277,"stress-ng-memra",12.370
18.860,3.875,46.116,0,0,2867,336,30.350,26.150,14.740,0,0,0,0,248.016,1529.435,970296,21383328,69860,888432,10,256,"kworker/7:0-events",1.033
0.125,0.125,98.724,0,0,1934,113,30.350,26.150,14.740,0,11.997,0,0,59.984,533.862,969516,21384100,69868,888400,10,256,"rcu_preempt",0.125
0,0.125,98.805,0,0,1917,118,27.920,25.710,14.660,0,0,0,0,120.066,1004.556,969516,21384100,69868,888400,10,256,"pmdaproc",0.125
