"pcp-dstat 6.3.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","rts-vm",,,,"User:","claire"
"Cmdline:","dstat --output dstat_simple_affinity.csv -c -y -l -d -g -n -m --proc-count --top-cpu",,,,"Date:","18 Feb 2025 16:14:10 CST"
"total usage",,,,,"system",,"load avg",,,"dsk/total",,"paging",,"net/total",,"memory usage",,,,"procs",,"most expensive cpu process",
4.259,37.207,22.925,0,0,5347,386988,53.730,24.400,18.480,0,0,0,0,120.264,669.471,1012508,21337172,70640,924512,10,384,"migration/7",4.009
5.153,36.571,24.884,0,0,5578,342773,53.730,24.400,18.480,0,12.065,0,0,120.647,671.603,1012508,21337172,70648,924504,10,384,"migration/1",4.022
4.618,36.441,25.085,0,0,5438,346141,53.730,24.400,18.480,0,127.794,0,0,119.807,666.924,1012500,21337172,70648,924512,10,384,"migration/1",3.994
4.373,38.486,22.242,0,0,5526,378127,53.730,24.400,18.480,0,7.997,0,0,119.955,667.751,1012500,21337172,70648,924512,10,384,"migration/4",3.999
4.237,36.759,24.299,0,0,5340,362695,53.730,24.400,18.480,0,0,0,0,119.624,665.907,1012500,21337172,70648,924512,10,384,"migration/7",4.112
4.254,35.033,24.648,0,0,5206,326367,58.470,25.870,18.980,0,0,0,0,120.113,668.631,1012500,21337172,70648,924512,10,384,"migration/7",4.379
4.518,36.143,25.225,0,0,5341,337875,58.470,25.870,18.980,0,0,0,0,120.478,670.662,1012500,21337172,70648,924512,10,384,"migration/3",4.267
4.755,36.542,23.902,0.125,0,5460,388149,58.470,25.870,18.980,0,24.027,0,0,120.137,668.761,1012500,21337172,70656,924504,10,384,"migration/1",4.130
4.872,37.228,22.737,0,0,5562,441096,58.470,25.870,18.980,0,0,0,0,119.930,667.608,1012492,21337172,70656,924512,10,384,"migration/2",3.873
4.621,38.841,22.855,0,0,5754,408671,58.470,25.870,18.980,0,3.997,0,0,119.896,667.418,1012492,21337172,70656,924512,10,384,"migration/5",4.246
4.502,36.019,22.762,0,0,5384,404876,64.760,27.720,19.620,0,0,0,0,120.064,668.358,1012492,21337172,70656,924512,10,384,"migration/1",4.002
5.361,38.774,21.319,0,0,5716,455589,64.760,27.720,19.620,0,0,0,0,392.973,767.993,1012492,21337172,70656,924512,10,384,"migration/1",3.990
5.257,38.298,23.154,0,0,5670,428266,64.760,27.720,19.620,0,0,0,0,120.151,668.843,1012492,21337172,70656,924512,10,384,"migration/5",4.130
4.253,38.026,23.516,0,0,5569,397528,64.760,27.720,19.620,0,16.011,0,0,120.082,668.458,1012484,21337172,70664,924512,10,384,"migration/5",4.253
4.124,37.239,24.993,0,0,5629,387597,64.760,27.720,19.620,0,0,0,0,119.966,667.809,1012484,21337172,70664,924512,10,384,"migration/5",3.999
4.618,38.319,22.717,0,0,5798,426581,69.190,29.250,20.160,0,0,0,0,119.824,667.019,1012484,21337172,70664,924512,10,384,"migration/3",4.119
4.613,38.273,23.812,0,0,5689,407265,69.190,29.250,20.160,0,0,0,0,119.682,666.231,1012484,21337172,70664,924512,10,384,"migration/3",3.989
4.258,38.196,21.665,0,0,5631,450124,69.190,29.250,20.160,0,0,0,0,120.222,669.236,1012484,21337172,70664,924512,10,384,"migration/5",4.133
4.755,36.538,24.275,0,0,5456,387897,69.190,29.250,20.160,0,0,0,0,120.123,1565.608,1012484,21337172,70664,924512,10,384,"migration/7",4.129
4.625,38.752,23.126,0,0,5780,429661,69.190,29.250,20.160,0,12.001,0,0,180.008,770.032,1012476,21337172,70672,924512,10,384,"migration/5",4.125
4.246,37.964,22.229,0,0,5659,446897,75.340,31.190,20.830,0,0,0,0,119.887,667.373,1012476,21337172,70672,924512,10,384,"migration/7",4.121
4.003,36.029,26.396,0,0,5499,374027,75.340,31.190,20.830,0,0,0,0,120.097,668.542,1012476,21337172,70672,924512,10,384,"migration/5",4.003
4.979,36.720,23.277,0,0,5526,412730,75.340,31.190,20.830,0,0,0,0,119.494,665.185,1012476,21337172,70672,924512,10,384,"migration/5",3.983
4.640,37.872,23.576,0,0,5694,414361,75.340,31.190,20.830,0,0,0,0,120.387,670.153,1012444,21337172,70672,924544,10,384,"migration/5",4.138
4.518,37.898,23.467,0,0,5634,431983,75.340,31.190,20.830,0,0,0,0,120.471,670.624,1012444,21337172,70672,924544,10,384,"migration/7",4.267
4.616,39.297,22.331,0,0,5869,434150,79.630,32.810,21.410,0,27.944,0,0,119.762,666.676,1012444,21337172,70680,924536,10,384,"migration/5",4.242
4.500,36.622,24.123,0,0,5516,412050,79.630,32.810,21.410,0,43.996,0,0,119.990,667.943,1008592,21341012,70680,924548,10,384,"migration/4",4.000
4.631,37.174,24.407,0,0,5571,403739,79.630,32.810,21.410,0,0,0,0,120.157,668.875,1009080,21340524,70680,924548,10,384,"migration/5",4.130
4.735,35.764,23.053,0,0,5397,410470,79.630,32.810,21.410,0,0,0,0,119.628,665.927,1009080,21340524,70680,924548,10,384,"migration/7",3.988
4.128,39.528,22.766,0,0,5841,424062,79.630,32.810,21.410,0,0,0,0,394.279,770.546,1009080,21340524,70680,924548,10,384,"migration/3",4.128
5.347,41.285,21.513,0,0,6067,458234,86.230,34.950,22.170,0,0,0,0,119.379,664.541,1009080,21340524,70680,924548,10,383,"migration/1",3.855
2.773,20.167,58.737,0,0,4529,195162,86.230,34.950,22.170,0,12.100,0,0,242.006,1169.696,965268,21384328,70688,891544,10,254,"migration/3",2.017
0,0.125,98.737,0,0,1795,111,86.230,34.950,22.170,0,0,0,0,393.946,769.895,965268,21384328,70688,891544,10,254,
0.125,0.125,98.850,0,0,1808,116,86.230,34.950,22.170,0,7.988,0,0,119.818,635.035,965268,21384328,70688,891544,10,254,"pmdaproc",0.125
0,0.125,98.795,0,0,1635,96,86.230,34.950,22.170,0,0,0,0,120.055,668.305,965124,21384484,70688,891448,10,254,
0,0,98.895,0,0,1526,93,79.320,34.370,22.050,0,0,0,0,120.025,636.131,965124,21384484,70688,891448,10,254,"kworker/u32:3-events_power_efficient",0.125
0.125,0.125,99.154,0,0,1365,108,79.320,34.370,22.050,0,0,0,0,120.035,652.190,965124,21384484,70688,891448,10,254,"pmdaproc",0.125
0,0.125,99.026,0,0,1291,127,79.320,34.370,22.050,0,20.005,0,0,120.032,652.174,965116,21384484,70696,891448,10,254,"jbd2/sda2-8",0.125
0,0,99.053,0,0,1077,85,79.320,34.370,22.050,0,0,0,0,119.912,667.512,965116,21384484,70696,891448,10,254,
0.250,0,99.235,0,0,1092,106,79.320,34.370,22.050,0,0,0,0,119.982,635.906,965116,21384484,70696,891448,10,254,"pmdaproc",0.250
0.125,0.125,99.259,0,0,1076,107,72.970,33.800,21.930,0,4.005,0,0,120.162,652.882,965116,21384484,70696,891448,10,254,
