"pcp-dstat 6.3.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","rts-vm",,,,"User:","claire"
"Cmdline:","dstat --output dstat_userland_memory.csv -c -y -l -d -g -n -m --proc-count --top-cpu",,,,"Date:","18 Feb 2025 16:22:06 CST"
"total usage",,,,,"system",,"load avg",,,"dsk/total",,"paging",,"net/total",,"memory usage",,,,"procs",,"most expensive cpu process",
24.187,3.819,0,0,0,244,90,43.390,35.260,24.890,0,203.678,0,0,611.034,5275.261,3248592,19099296,71276,925624,10,276,"scx_userland",12.730
0.192,0.064,0,0,0,70,135,43.390,35.260,24.890,0,0,0,0,232.546,659.733,3248376,19099504,71276,925632,10,276,"stress-ng-memra",12.549
4.174,1.252,0,0,0,124,125,43.390,35.260,24.890,0,0,0,0,600.999,3906.494,3248376,19099504,71276,925632,10,276,"stress-ng-memra",12.938
2.200,0.293,0,0,0,363,196,43.390,35.260,24.890,0,0,0,0,105.606,686.439,3248376,19099504,71276,925632,10,276,"scx_userland",12.541
0.379,0.379,0,0,0,54,123,40.630,34.830,24.800,0,0,0,0,181.961,1182.749,3248376,19099504,71276,925632,10,276,"stress-ng-memra",12.636
0.752,0.125,0,0,0,104,167,40.630,34.830,24.800,0,12.038,0,0,240.766,1292.108,3248368,19099504,71284,925632,10,276,"scx_userland",12.414
0.988,0.247,0,0,0,108,157,40.630,34.830,24.800,0,0,0,0,177.888,1172.087,3248368,19099504,71284,925632,10,276,"stress-ng-memra",12.724
10.395,2.599,0,0,0,106,42,40.630,34.830,24.800,0,0,0,0,623.719,5384.773,3248368,19099504,71284,925632,10,276,"scx_userland",12.994
3.942,0.657,0,0,0,811,223,40.630,34.830,24.800,0,21.025,0,0,248.090,675.939,3247716,19100156,71284,925632,10,276,"scx_userland",12.549
1.439,0.288,0,0,0,99,61,40.630,34.830,24.800,0,0,0,0,1379.058,4475.608,3247716,19100156,71284,925632,10,276,"stress-ng-memra",12.662
1.903,0.476,0,0,0,264,243,38.260,34.430,24.730,0,0,0,0,152.266,867.916,3247716,19100156,71284,925632,10,276,"scx_userland",12.530
0,0.425,0,0,0,37,66,38.260,34.430,24.730,0,27.177,0,0,305.741,2286.264,3247716,19100156,71292,925624,10,276,"scx_userland",12.527
2.412,0.447,0,0,0,336,187,38.260,34.430,24.730,0,0,0,0,42.884,381.671,3247708,19100156,71292,925632,10,276,"stress-ng-memra",12.508
0.723,0.289,0,0,0,87,54,38.260,34.430,24.730,0,0,0,0,138.805,1235.363,3247708,19100156,71292,925632,10,276,"scx_userland",12.724
3.086,0.551,0,0,0,356,93,36.160,34.060,24.660,0,0,0,0,105.817,941.776,3247708,19100156,71292,925632,10,276,"stress-ng-memra",12.456
0.746,0.373,0.124,0,0,82,138,36.160,34.060,24.660,0,0,0,0,119.349,1062.206,3247708,19100156,71292,925632,10,276,"scx_userland",12.557
9.882,2.823,0,0,0,221,275,36.160,34.060,24.660,0,67.761,0,0,677.613,6030.752,3247708,19100156,71300,925624,10,276,"scx_userland",12.705
0.757,0.275,0,0,0,157,193,36.160,34.060,24.660,0,0,0,0,99.110,653.025,3247700,19100156,71300,925632,10,276,"stress-ng-memra",12.664
1.326,0.994,0,0,0,89,44,36.160,34.060,24.660,0,0,0,0,159.096,1373.531,3251796,19096060,71300,925632,10,276,"scx_userland",12.595
2.070,14.116,76.977,0,0,3789,262,36.160,34.060,24.660,0,0,0,0,864.247,2680.070,1084656,21263200,71300,892636,10,259,"scx_userland",12.422
2.128,10.889,85.736,0,0,5314,130,33.340,33.510,24.530,0,0,0,0,120.155,1085.401,1081552,21266260,71300,892608,10,259,"scx_userland",12.516
1.748,10.739,85.658,0,0,5142,106,33.340,33.510,24.530,0,0,0,0,119.872,1082.842,1081552,21266260,71300,892608,10,259,"scx_userland",12.487
