"pcp-dstat 6.3.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","rts-vm",,,,"User:","claire"
"Cmdline:","dstat --output dstat_nest_matrix.csv -c -y -l -d -g -n -m --proc-count --top-cpu",,,,"Date:","18 Feb 2025 16:05:28 CST"
"total usage",,,,,"system",,"load avg",,,"dsk/total",,"paging",,"net/total",,"memory usage",,,,"procs",,"most expensive cpu process",
56.365,0.619,0,0,0,1890,121,8.240,18.710,13.470,0,0,0,0,297.308,3240.655,993356,21359400,70048,922096,10,265,"stress-ng-matri",12.078
16.220,0.528,0,0,0,2432,200,8.240,18.710,13.470,0,2.414,0,0,36.212,312.628,993356,21359400,70048,922096,10,265,"stress-ng-matri",12.448
62.037,2.229,0,0,0,1807,113,8.240,18.710,13.470,0,0,0,0,356.622,6549.953,993356,21359400,70048,922096,10,264,"stress-ng-matri",13.373
17.238,0.613,0,0,0,2684,199,8.220,18.530,13.440,0,0,0,0,36.775,317.493,993356,21359400,70048,922096,10,264,"stress-ng-matri",12.335
58.733,2.014,0,0,0,1962,103,8.220,18.530,13.440,0,0,0,0,322.192,3468.934,993356,21359400,70048,922096,10,264,"stress-ng-matri",12.753
24.602,0.634,0,0,0,2199,175,8.220,18.530,13.440,0,0,0,0,60.870,525.511,993352,21359400,70048,922100,10,264,"stress-ng-matri",12.554
11.966,0.614,5.446,0,0,1901,146,8.220,18.530,13.440,0,9.818,0,0,241.779,855.432,993344,21359400,70056,922100,10,264,"stress-ng-matri",12.350
51.463,2.210,0,0,0,1824,128,8.220,18.530,13.440,0,171.755,0,0,843.618,1757.958,993344,21359400,70056,922100,10,265,"stress-ng-matri",
30.691,1.156,0,0,0,2866,167,8.220,18.530,13.440,0,0,0,0,123.279,1343.739,993344,21359400,70056,922100,10,265,"stress-ng-matri",12.842
26.023,0.379,0,0,0,2332,146,8.290,18.370,13.420,0,0,0,0,60.636,523.495,993344,21359400,70056,922100,10,265,"stress-ng-matri",12.380
14.712,0.758,0,0,0,2272,271,8.290,18.370,13.420,0,4.854,0,0,72.803,783.841,993344,21359400,70056,922100,10,265,"stress-ng-matri",12.134
61.279,1.987,0,0,0,2018,130,8.290,18.370,13.420,0,0,0,0,158.993,1415.036,993344,21359400,70056,922100,10,265,"stress-ng-matri",12.918
15.613,0.541,0,0,0,2339,166,8.290,18.370,13.420,0,0,0,0,74.202,798.910,993344,21359400,70060,922096,10,265,"stress-ng-matri",12.290
60.918,2.785,0,0,0,2123,140,8.290,18.370,13.420,0,66.836,0,0,167.089,1442.539,993340,21359400,70064,922096,10,265,"stress-ng-matri",13.228
24.675,0.864,0,0,0,2256,147,8.340,18.220,13.390,0,0,0,0,118.442,1291.021,993304,21359400,70064,922132,10,265,"stress-ng-matri",12.461
14.835,0.306,0,0,0,2097,142,8.340,18.220,13.390,0,0,0,0,36.705,316.886,993304,21359400,70064,922132,10,265,"stress-ng-matri",12.388
52.376,2.157,0,0,0,2014,121,8.340,18.220,13.390,0,0,0,0,295.771,3184.465,993304,21359400,70064,922132,10,265,"stress-ng-matri",12.324
16.974,0.535,0,0,0,2434,165,8.340,18.220,13.390,0,0,0,0,36.700,316.847,993304,21359400,70064,922132,10,265,"stress-ng-matri",12.386
63.088,2.629,0,0,0,1823,138,8.340,18.220,13.390,0,60.083,0,0,360.500,3881.388,993304,21359400,70072,922124,10,265,"stress-ng-matri",13.143
14.939,0.464,0,0,0,2200,135,8.560,18.100,13.380,0,0,0,0,37.154,330.667,993296,21359400,70072,922132,10,265,"stress-ng-matri",12.462
54.173,2.006,0,0,0,1713,172,8.560,18.100,13.380,0,0,0,0,481.538,3772.047,993296,21359400,70072,922132,10,265,"stress-ng-matri",12.373
18.364,0.842,0,0,0,2863,185,8.560,18.100,13.380,0,0,0,0,36.728,317.088,993296,21359400,70072,922132,10,265,"stress-ng-matri",12.396
64.195,1.689,0,0,0,2077,108,8.560,18.100,13.380,0,0,0,0,324.354,3492.214,993296,21359400,70072,922132,10,265,"stress-ng-matri",13.177
5.204,0.078,0.078,0,0,830,109,8.670,17.960,13.360,0,0,0,0,37.286,321.899,993296,21359400,70072,922132,10,265,"stress-ng-matri",12.351
60.079,2.190,0,0,0,2056,113,8.670,17.960,13.360,0,70.093,0,0,300.397,3234.278,993296,21359400,70080,922124,10,265,"stress-ng-matri",12.517
32.848,1.150,0,0,0,3057,234,8.670,17.960,13.360,0,0,0,0,341.518,1566.485,993288,21359400,70080,922132,10,265,"stress-ng-matri",12.654
15.010,0.450,0,0,0,2204,124,8.670,17.960,13.360,0,0,0,0,72.048,775.718,993288,21359400,70080,922132,10,265,"stress-ng-matri",12.233
61.864,1.422,0,0,0,1863,137,8.670,17.960,13.360,0,0,0,0,170.659,1473.355,993288,21359400,70080,922132,10,265,"stress-ng-matri",12.799
15.610,0.682,0,0,0,2363,130,8.940,17.860,13.350,0,0,0,0,72.745,783.226,993288,21359400,70080,922132,10,265,"stress-ng-matri",12.503
63.399,1.433,0,0,0,1955,145,8.940,17.860,13.350,0,0,0,0,171.928,1484.315,993288,21359400,70080,922132,10,265,"stress-ng-matri",12.895
24.991,0.879,0,0,0,2226,106,8.940,17.860,13.350,0,0,0,0,120.558,1298.008,993288,21359400,70084,922128,10,265,"stress-ng-matri",12.558
14.256,0.307,0.307,0,0,2098,185,8.940,17.860,13.350,0,7.358,0,0,36.789,317.608,993280,21359400,70088,922132,10,265,"stress-ng-matri",12.186
23.744,1.435,0,0,0,2094,151,8.940,17.860,13.350,0,0,0,0,411.220,1575.994,993280,21359400,70088,922132,10,265,"stress-ng-matri",4.958
57.659,0.925,0,0,0,2117,135,8.940,17.860,13.350,0,0,0,0,1223.488,1277.755,993280,21359400,70088,922132,10,265,"stress-ng-matri",30.834
23.253,0.738,0,0,0,2026,123,8.780,17.680,13.320,0,0,0,0,118.109,1271.644,993280,21359400,70088,922132,10,265,"stress-ng-matri",12.426
3.345,1.158,33.838,0,0,1156,185,8.780,17.680,13.320,0,4.117,0,0,185.273,1039.585,963140,21389532,70088,889140,10,256,"kworker/u32:6-events_unbound",0.257
0,0,98.689,0.125,0,1780,116,8.780,17.680,13.320,0,15.990,0,0,119.926,1323.181,963140,21389532,70096,889132,10,256,"python3",0.125
0.125,0.250,98.720,0,0,1840,123,8.780,17.680,13.320,0,0,0,0,60.058,534.514,963140,21389532,70096,889132,10,256,"systemd",0.125
0,0.125,98.761,0,0,1830,104,8.780,17.680,13.320,0,0,0,0,119.862,1306.499,963140,21389532,70096,889132,10,256,"gsd-housekeepin",0.125
0,0.125,98.824,0,0,1896,101,8.080,17.390,13.250,0,0,0,0,60.121,519.043,963140,21389532,70096,889132,10,256,"pmdaproc",0.125
0.125,0,98.568,0,0,2106,112,8.080,17.390,13.250,0,0,0,0,119.931,1307.245,963140,21389532,70096,889132,10,256,
0.125,0,98.482,0,0,2252,120,8.080,17.390,13.250,0,3.999,0,0,59.989,501.910,963140,21389532,70096,889132,10,256,"pmcd",0.125
0,0.125,98.753,0.125,0,2223,116,8.080,17.390,13.250,0,11.985,0,0,119.852,1322.363,963140,21389532,70104,889124,10,256,"pmdaproc",0.125
