"pcp-dstat 6.3.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","rts-vm",,,,"User:","claire"
"Cmdline:","dstat --output dstat_central_control.csv -c -y -l -d -g -n -m --proc-count --top-cpu",,,,"Date:","19 Feb 2025 18:41:51 CST"
"total usage",,,,,"system",,"load avg",,,"dsk/total",,"paging",,"net/total",,"memory usage",,,,"procs",,"most expensive cpu process",
2.742,4.237,44.363,0,0,5059,1316,2,1.280,0.690,0,155.520,0,0,239.261,869.314,970092,21481024,49604,856932,10,257,"gnome-shell",11.215
3.645,3.775,42.303,0.130,0,5083,1280,2.080,1.310,0.700,0,162.444,0,0,374.871,1137.107,970052,21481024,49636,856932,10,257,"gnome-shell",10.934
3.914,3.914,45.624,0.122,0,5351,1430,2.080,1.310,0.700,0,512.754,0,0,410.986,1168.374,970016,21481024,49668,856932,10,257,"gnome-shell",9.663
3.041,3.509,42.454,0.117,0,5177,1328,2.080,1.310,0.700,0,153.442,0,0,168.412,705.461,969984,21481024,49700,856932,10,257,"gnome-shell",9.824
4.065,4.328,41.834,0.131,0,5420,1254,2.080,1.310,0.700,0,167.859,0,0,62.947,358.799,975748,21475228,49732,856932,10,257,"gnome-shell",
3.777,4.037,44.408,0.130,0,4967,1248,2.080,1.310,0.700,0,320.885,0,0,375.061,1137.685,975716,21475228,49764,856932,10,258,"gnome-shell",8.856
3.373,3.498,45.475,0.125,0,5213,1345,8,2.550,1.100,0,155.913,0,0,239.866,871.514,975680,21475228,49796,856932,10,258,"gnome-shell",9.245
2.826,3.886,44.510,0.118,0,5341,1405,8,2.550,1.100,0,146.954,0,0,169.563,710.280,975644,21475228,49828,856932,10,258,"gnome-shell",10.480
3.452,3.964,42.324,0.128,0,4919,1175,8,2.550,1.100,0,159.579,0,0,184.129,771.297,975612,21475228,49860,856932,10,258,"gnome-shell",9.462
4.564,4.318,36.391,0.247,0,5432,1289,8,2.550,1.100,0,169.743,0,0,532.913,1411.233,971292,21479512,49892,856928,10,257,"gnome-shell",8.512
3.743,4.616,41.296,0,0,5196,1304,8,2.550,1.100,0,163.688,0,0,632.795,1191.731,971252,21479512,49924,856928,10,257,"gnome-shell",10.480
