"pcp-dstat 6.3.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","rts-vm",,,,"User:","claire"
"Cmdline:","dstat --output dstat_flatcg_cache.csv -c -y -l -d -g -n -m --proc-count --top-cpu",,,,"Date:","18 Feb 2025 16:03:59 CST"
"total usage",,,,,"system",,"load avg",,,"dsk/total",,"paging",,"net/total",,"memory usage",,,,"procs",,"most expensive cpu process",
30.734,0.750,26.861,0,0,4368,356,21.220,24.310,14.440,0,63.966,0,0,119.936,1003.469,1007568,21345968,69896,921472,10,265,"stress-ng-cache",11.369
28.001,0.631,29.766,0,0,3780,327,20.170,24.040,14.400,0,0,0,0,60.542,538.822,1005656,21347880,69896,921472,10,265,"stress-ng-cache",11.478
26.269,0.871,28.385,0,0,3672,309,20.170,24.040,14.400,0,11.952,0,0,179.274,1101.540,1003884,21349652,69904,921464,10,265,"stress-ng-cache",10.209
35.813,0.125,35.688,0,0,4896,280,20.170,24.040,14.400,0,0,0,0,60.106,534.945,1002328,21351200,69904,921472,10,265,"stress-ng-cache",9.517
27.438,1.069,26.725,0,0,3835,341,20.170,24.040,14.400,0,0,0,0,374.395,1035.762,1001368,21352160,69904,921472,10,265,"stress-ng-cache",10.215
40.509,0.792,22.828,0.132,0,4489,346,20.170,24.040,14.400,0,0,0,0,63.337,563.697,1001368,21352160,69904,921472,10,265,"stress-ng-cache",11.084
31.825,0.995,22.501,0,0,4061,305,19.110,23.760,14.360,0,0,0,0,119.345,998.517,1001368,21352160,69904,921472,10,265,"stress-ng-cache",12.183
24.367,0.866,21.028,0,0,3267,272,19.110,23.760,14.360,0,0,0,0,59.373,528.416,1001368,21352160,69904,921472,10,265,"stress-ng-cache",11.380
33.704,0.383,25.661,0,0,4211,340,19.110,23.760,14.360,0,12.256,0,0,122.560,1025.416,1001360,21352160,69912,921472,10,265,"stress-ng-cache",11.235
31.227,0.372,40.025,0,0,4531,314,19.110,23.760,14.360,0,3.965,0,0,59.480,529.373,1001104,21352416,69912,921472,10,265,"stress-ng-cache",9.913
38.215,0.504,25.603,0,0,4626,315,19.110,23.760,14.360,0,0,0,0,121.078,1013.017,1001104,21352416,69912,921472,10,265,"stress-ng-cache",11.477
25.266,0.871,34.975,0,0,4101,302,18.220,23.490,14.330,0,0,0,0,59.743,531.716,1001104,21352416,69912,921472,10,265,"stress-ng-cache",9.335
39.091,0.376,34.330,0,0,5072,325,18.220,23.490,14.330,0,0,0,0,394.922,1108.588,1001104,21352416,69912,921472,10,265,"stress-ng-cache",10.274
14.640,0.620,37.468,0,0,3399,288,18.220,23.490,14.330,0,0,0,0,59.551,514.126,1001104,21352416,69912,921472,10,265,"stress-ng-cache",11.166
43.545,0.371,39.463,0.371,0,5839,322,18.220,23.490,14.330,0,19.793,0,0,118.759,993.617,1001096,21352416,69920,921472,10,265,"stress-ng-cache",12.247
22.901,0.244,35.083,0,0,3637,257,18.220,23.490,14.330,0,0,0,0,175.414,1623.553,1001096,21352416,69920,921472,10,265,"stress-ng-cache",10.598
26.287,1.132,30.060,0,0,3992,334,17.320,23.220,14.290,0,0,0,0,120.743,994.115,1001092,21352416,69920,921476,10,265,"stress-ng-cache",11.320
34.255,0.509,31.836,0,0,4547,312,17.320,23.220,14.290,0,0,0,0,61.125,544.010,1001092,21352416,69920,921476,10,265,"stress-ng-cache",11.206
34.380,0.463,38.779,0,0,5048,362,17.320,23.220,14.290,0,0,0,0,111.127,929.762,1001092,21352416,69920,921476,10,265,"stress-ng-cache",8.798
31.311,0.693,30.895,0.139,0,3875,270,17.320,23.220,14.290,0,0,0,0,66.501,574.123,1001092,21352416,69920,921476,10,265,"stress-ng-cache",11.638
29.971,0.250,40.461,0,0,4562,300,17.320,23.220,14.290,0,11.988,0,0,119.884,1003.029,1001092,21352416,69928,921468,10,265,"stress-ng-cache",10.115
28.319,0.742,25.227,0,0,3746,322,16.660,22.980,14.260,0,126.631,0,0,59.358,528.291,1001084,21352416,69928,921476,10,265,"stress-ng-cache",10.882
35.279,0.863,27.261,0,0,4709,318,16.660,22.980,14.260,0,7.895,0,0,118.419,990.771,1001084,21352416,69928,921476,10,265,"stress-ng-cache",10.732
30.274,0.641,22.577,0.128,0,3581,300,16.660,22.980,14.260,0,4.105,0,0,61.573,548.003,1001084,21352416,69928,921476,10,265,"stress-ng-cache",11.673
27.678,0.623,31.667,0,0,4040,329,16.660,22.980,14.260,0,0,0,0,119.688,1001.390,1001084,21352416,69928,921476,10,265,"stress-ng-cache",10.597
31.942,0.493,33.052,0,0,4607,323,16.660,22.980,14.260,0,0,0,0,59.197,526.855,1001084,21352416,69928,921476,10,265,"stress-ng-cache",11.346
33.906,0.506,35.677,0.380,0,4662,324,15.880,22.720,14.220,0,56.678,0,0,121.453,999.962,1001076,21352416,69936,921476,10,265,"stress-ng-cache",9.868
32.212,0.752,40.358,0,0,4796,281,15.880,22.720,14.220,0,0,0,0,60.162,535.439,1001076,21352416,69936,921476,10,265,"stress-ng-cache",8.648
24.373,0.625,27.873,0,0,3564,329,15.880,22.720,14.220,0,0,0,0,119.991,1003.926,1001076,21352416,69936,921476,10,265,"stress-ng-cache",10.624
35.942,0.501,37.320,0,0,5100,336,15.880,22.720,14.220,0,0,0,0,60.113,535.003,1001076,21352416,69936,921476,10,265,"stress-ng-cache",9.518
25.015,0.957,29.682,0,0,3645,320,15.880,22.720,14.220,0,0,0,0,377.254,1058.991,1001076,21352416,69936,921476,10,265,"stress-ng-cache",10.413
31.171,0.261,40.692,0,0,4564,265,15.330,22.490,14.190,0,0,0,0,62.604,557.174,1001076,21352416,69936,921476,10,265,"stress-ng-cache",8.869
31.580,0.746,39.910,0,0,4488,337,15.330,22.490,14.190,0,27.850,0,0,119.358,982.716,1001068,21352416,69944,921476,10,265,"stress-ng-cache",8.330
18.885,0.504,32.860,0,0,3210,323,15.330,22.490,14.190,0,32.231,0,0,60.433,537.854,1001068,21352416,69944,921476,10,265,"stress-ng-cache",10.702
30.408,0.496,36.489,0,0,4551,287,15.330,22.490,14.190,0,0,0,0,119.149,996.881,1001068,21352416,69944,921476,10,265,"stress-ng-cache",10.177
29.734,0.252,45.735,0,0,4610,272,15.330,22.490,14.190,0,0,0,0,60.476,522.106,1001068,21352416,69944,921476,10,265,"stress-ng-cache",9.575
36.011,0.498,35.139,0,0,4886,291,14.900,22.280,14.170,0,0,0,0,119.621,984.876,1001068,21352416,69944,921476,10,265,"stress-ng-cache",12.336
31.408,0.495,41.300,0,0,4682,290,14.900,22.280,14.170,0,0,0,0,118.708,629.151,1001068,21352416,69944,921476,10,265,"stress-ng-cache",11.252
10.948,0.602,37.417,0,0,2477,277,14.900,22.280,14.170,0,11.550,0,0,115.500,1828.755,1001068,21352416,69952,921468,10,265,"stress-ng-cache",11.550
34.656,0.385,34.656,0,0,4394,245,14.900,22.280,14.170,0,0,0,0,61.611,548.333,1001060,21352416,69952,921476,10,265,"stress-ng-cache",12.322
36.529,1.286,30.741,0,0,4766,326,14.900,22.280,14.170,0,4.116,0,0,185.219,1138.068,1001060,21352416,69952,921476,10,265,"stress-ng-cache",11.448
31.619,0.240,48.571,0,0,5176,289,14.350,22.040,14.140,0,0,0,0,57.708,513.600,1001060,21352416,69952,921476,10,265,"stress-ng-cache",8.897
20.195,0.388,59.290,0,0,3820,233,14.350,22.040,14.140,0,0,0,0,124.276,1023.202,1001060,21352416,69952,921476,10,265,"stress-ng-cache",7.249
27.498,0.500,40.372,0,0,4488,257,14.350,22.040,14.140,0,0,0,0,59.995,517.958,1001060,21352416,69952,921476,10,265,"stress-ng-cache",10.374
29.634,0.358,34.414,0,0,4454,293,14.350,22.040,14.140,0,0,0,0,172.068,1057.262,1001060,21352416,69952,921476,10,265,"stress-ng-cache",10.635
33.876,0.923,39.412,0.395,0,4531,317,14.350,22.040,14.140,0,16.872,0,0,63.271,546.236,1001048,21352416,69960,921480,10,265,"stress-ng-cache",11.468
17.348,0.121,52.407,0,0,3394,245,13.200,21.680,14.060,0,0,0,0,116.460,974.383,1001048,21352416,69960,921480,10,265,"stress-ng-cache",8.977
30.095,0.129,49.386,0,0,4669,223,13.200,21.680,14.060,0,0,0,0,61.733,532.961,1001048,21352416,69960,921480,10,265,"stress-ng-cache",9.517
36.919,0.624,32.055,0,0,4696,298,13.200,21.680,14.060,0,0,0,0,512.875,1307.132,1001048,21352416,69960,921480,10,265,"stress-ng-cache",11.475
27.934,0.376,37.580,0,0,3786,282,13.200,21.680,14.060,0,0,0,0,60.127,535.134,1001048,21352416,69960,921480,10,265,"stress-ng-cache",11.149
26.641,1.382,39.710,0,0,3920,335,13.200,21.680,14.060,0,0,0,0,516.729,1590.400,966300,21387164,69960,888484,10,256,"kworker/7:0-events",0.628
0,0,98.768,0,0,2129,104,12.140,21.320,13.980,0,12.002,0,0,60.011,534.097,966072,21387400,69968,888444,10,256,"pmdaproc",0.125
0.375,0,98.305,0,0,2248,263,12.140,21.320,13.980,0,0,0,0,120.067,1004.563,966072,21387400,69968,888444,10,256,"Xorg",0.500
