"pcp-dstat 6.3.3 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","rts-vm",,,,"User:","claire"
"Cmdline:","dstat --output dstat_nest_affinity.csv -c -y -l -d -g -n -m --proc-count --top-cpu",,,,"Date:","18 Feb 2025 16:06:59 CST"
"total usage",,,,,"system",,"load avg",,,"dsk/total",,"paging",,"net/total",,"memory usage",,,,"procs",,"most expensive cpu process",
0.500,0.500,98.080,0,0,1787,327,78.990,36.720,20.330,0,0,0,0,194.159,562.461,954164,21398336,70192,889148,10,255,"Xorg",0.375
0,0,99.045,0,0,1628,104,78.990,36.720,20.330,0,0,0,0,120.054,1340.606,954164,21398336,70192,889148,10,255,"sshd-session",0.125
0.125,0,98.899,0,0,1701,112,78.990,36.720,20.330,0,7.992,0,0,59.939,517.473,954164,21398336,70192,889148,10,255,
0.125,0.125,98.259,0,0,1912,183,78.990,36.720,20.330,0,0,0,0,394.036,1486.136,954164,21398336,70192,889148,10,255,"pmdaproc",0.250
0.125,0.125,98.304,0,0,1903,173,72.670,36.110,20.220,0,52.095,0,0,254.463,697.269,954112,21398336,70200,889192,10,255,"kworker/u32:2-events_unbound",0.125
0,0,98.904,0,0,1853,106,72.670,36.110,20.220,0,0,0,0,119.883,1338.697,954112,21398336,70200,889192,10,255,"pmdaproc",0.125
0.125,0.125,98.878,0,0,1931,101,72.670,36.110,20.220,0,0,0,0,60.002,518.016,954112,21398336,70200,889192,10,255,"python3",0.125
0,0.250,98.686,0,0,1993,121,72.670,36.110,20.220,0,0,0,0,120.074,1324.812,954112,21398336,70200,889192,10,255,"udisksd",0.125
0,0.125,98.732,0,0,2046,119,72.670,36.110,20.220,0,0,0,0,59.989,517.905,954112,21398336,70200,889192,10,255,
0.125,0,98.387,0,0,2044,103,66.850,35.510,20.120,0,12.002,0,0,254.032,1368.171,954112,21398336,70208,889184,10,255,"pmdaproc",0.125
0,0,98.868,0,0,2146,110,66.850,35.510,20.120,0,0,0,0,60.072,534.640,954104,21398336,70208,889192,10,255,"kworker/u32:3-flush-8:0",0.125
0.248,0.124,98.404,0,0,2283,179,66.850,35.510,20.120,0,0,0,0,119.277,1316.023,954104,21398336,70208,889192,10,255,"gnome-shell",0.248
0.126,0,98.825,0,0,2181,103,66.850,35.510,20.120,0,0,0,0,60.275,520.371,954104,21398336,70208,889192,10,255,"pmdaproc",0.126
0.125,0,98.427,0,0,2211,96,66.850,35.510,20.120,0,0,0,0,119.608,1319.676,954104,21398336,70208,889192,10,255,"rcu_preempt",0.125
0,0,98.743,0,0,2194,91,61.490,34.920,20.010,0,0,0,0,60.224,519.936,954104,21398336,70208,889192,10,255,"systemd",0.125
0.124,0.124,98.387,0.124,0,2026,138,61.490,34.920,20.010,0,11.941,0,0,119.407,1317.459,954104,21398336,70216,889184,10,255,"pmcd",0.124
